Subject,Running,Correct_Response,Trigger,List1,List1.Sample,Prime,Target,Target2.ACC,Target2.RT
20,List1,5,245,140,4,terrify,terr,1,677
20,List1,5,245,141,75,territory,territ,1,855
20,List1,5,245,142,60,garaging,garag,1,611
20,List1,5,245,143,183,gliding,glid,1,713
20,List1,5,245,144,45,gouging,goug,1,647
20,List1,5,245,145,92,grating,grat,1,739
20,List1,5,245,146,169,hiking,hik,1,870
20,List1,5,245,147,2,impeding,imped,0,421
20,List1,5,245,148,157,lopping,lopp,1,739
20,List1,5,245,149,9,merging,merg,1,519
20,List1,5,245,150,196,parading,parad,1,644
20,List1,5,246,151,184,barmen,barm,0,1041
20,List1,5,246,152,104,brazen,braz,1,693
20,List1,5,246,153,152,broken,brok,1,865
20,List1,5,246,154,82,fifteen,fifte,1,665
20,List1,5,246,155,176,gotten,gott,1,623
20,List1,5,246,156,46,happen,happ,1,568
20,List1,5,246,157,105,kitchen,kitch,1,606
20,List1,5,246,158,199,stolen,stol,1,517
20,List1,5,246,159,123,worsen,wors,1,594
20,List1,5,246,160,126,writhen,writh,1,619
20,List1,5,246,161,189,blemish,blem,1,610
20,List1,5,246,162,175,furbish,furb,1,654
20,List1,5,246,163,187,skirmish,skirm,0,554
20,List1,5,246,164,186,angrily,angri,1,610
20,List1,5,246,165,35,bimonthly,bimonth,1,925
20,List1,5,246,166,13,colly,col,1,624
20,List1,5,246,167,20,dishevely,disheve,1,681
20,List1,5,246,168,79,equably,equab,1,664
20,List1,5,246,169,143,glibly,glib,0,976
20,List1,5,246,170,56,humbly,humb,1,827
20,List1,5,246,171,122,rally,ral,1,602
20,List1,5,246,172,8,spindly,spind,1,623
20,List1,5,246,173,167,suitably,suitab,1,813
20,List1,5,246,174,88,treacly,treac,1,586
20,List1,5,246,175,21,trembly,tremb,1,586
20,List1,5,246,176,44,variably,variab,1,696
20,List1,5,246,177,129,baroness,baro,1,604
20,List1,5,246,178,113,deaconess,deaco,1,648
20,List1,5,246,179,168,guinness,guin,1,709
20,List1,5,246,180,17,haziness,hazi,1,601
20,List1,5,246,181,194,accusor,accus,1,563
20,List1,5,246,182,7,advisor,advis,1,478
20,List1,5,246,183,93,alluminor,allumin,1,587
20,List1,5,246,184,27,author,auth,1,684
20,List1,5,246,185,59,aviator,aviat,1,571
20,List1,5,246,186,42,censor,cens,1,743
20,List1,5,246,187,198,cursor,curs,1,556
20,List1,5,246,188,151,devisor,devis,1,865
20,List1,5,246,189,89,emperor,emper,1,778
20,List1,5,246,190,29,guarantor,guarant,1,644
20,List1,5,246,191,191,literator,literat,1,610
20,List1,5,246,192,174,paritor,parit,1,758
20,List1,5,246,193,34,recaptor,recapt,1,941
20,List1,5,246,194,172,redactor,redact,1,1534
20,List1,5,246,195,74,tremor,trem,1,742
20,List1,5,246,196,106,vector,vect,1,846
20,List1,5,246,197,112,terribly,terrib,1,608
20,List1,5,246,198,6,tolerably,tolerab,0,606
20,List1,5,246,199,76,volubly,volub,1,583
20,List1,5,246,200,55,wiggly,wigg,1,642
20,List2,5,245,101,140,cavalier,caval,0,467
20,List2,5,245,102,2,brigadier,brigad,1,634
20,List2,5,245,103,9,chevalier,cheval,1,548
20,List2,5,245,104,78,chandelier,chandel,1,756
20,List2,5,245,105,34,adulatory,adulat,1,578
20,List2,5,245,106,45,amatory,amat,1,612
20,List2,5,245,107,114,arbory,arb,1,748
20,List2,5,245,108,187,curatory,curat,1,622
20,List2,5,245,109,182,dormitory,dormit,1,573
20,List2,5,245,110,85,olfactory,olfact,1,1070
20,List2,5,245,111,68,territory,territ,1,562
20,List2,5,245,112,144,domineer,domin,1,924
20,List2,5,245,113,26,mutineer,mutin,1,1136
20,List2,5,245,114,58,celestify,celest,1,815
20,List2,5,245,115,129,corporify,corpor,1,640
20,List2,5,245,116,32,daintify,daint,1,801
20,List2,5,245,117,72,dandify,dand,1,587
20,List2,5,245,118,119,fructify,fruct,1,630
20,List2,5,245,119,66,sensify,sens,1,698
20,List2,5,245,120,48,veneer,ven,1,685
20,List2,5,245,121,200,reindeer,reind,1,649
20,List2,5,245,122,50,carbineer,carbin,1,1118
20,List2,5,245,123,64,donatory,donat,1,657
20,List2,5,245,124,170,excretory,excret,1,611
20,List2,5,245,125,107,gustatory,gustat,1,675
20,List2,5,245,126,19,monitory,monit,1,534
20,List2,5,245,127,46,purgatory,purgat,1,605
20,List2,5,245,128,127,rectory,rect,1,912
20,List2,5,245,129,153,refectory,refect,1,982
20,List2,5,245,130,180,revisory,revis,1,533
20,List2,5,245,131,115,senatory,senat,1,565
20,List2,5,245,132,60,signatory,signat,1,696
20,List2,5,245,133,141,alkalify,alkal,1,500
20,List2,5,245,134,43,calcify,calc,1,476
20,List2,5,245,135,137,calorify,calor,1,579
20,List2,5,245,136,31,capacify,capac,1,569
20,List2,5,245,137,148,diabolify,diabol,1,749
20,List2,5,245,138,65,horrify,horr,1,529
20,List2,5,245,139,188,modify,mod,1,502
20,List2,5,245,140,196,prettify,prett,1,721
20,List2,5,245,141,36,stratify,strat,0,490
20,List2,5,245,142,75,terrify,terr,1,555
20,List2,5,245,143,6,damnatory,damnat,1,691
20,List2,5,245,144,103,piscatory,piscat,1,538
20,List2,5,245,145,23,darling,dar,1,751
20,List2,5,245,146,186,sibling,sib,1,606
20,List2,5,245,147,102,wisdom,wis,1,514
20,List2,5,245,148,198,offertory,offert,1,625
20,List2,5,245,149,12,crematory,cremat,1,717
20,List2,5,245,150,27,carnify,carn,1,993
20,List2,5,246,151,52,eternish,etern,1,598
20,List2,5,246,152,162,guinness,guin,1,1056
20,List2,5,246,153,51,simply,simp,1,638
20,List2,5,246,154,57,brambly,bramb,1,583
20,List2,5,246,155,62,grizzly,grizz,1,656
20,List2,5,246,156,105,sprightly,spright,1,867
20,List2,5,246,157,173,brinish,brin,1,803
20,List2,5,246,158,163,flemish,flem,1,641
20,List2,5,246,159,166,skirmish,skirm,0,753
20,List2,5,246,160,152,varnish,varn,1,854
20,List2,5,246,161,168,aspirator,aspirat,1,546
20,List2,5,246,162,178,aviator,aviat,1,540
20,List2,5,246,163,89,bachelor,bachel,1,607
20,List2,5,246,164,124,corridor,corrid,1,744
20,List2,5,246,165,92,creator,creat,1,712
20,List2,5,246,166,98,realtor,realt,1,554
20,List2,5,246,167,118,broiden,broid,1,662
20,List2,5,246,168,4,burden,burd,1,539
20,List2,5,246,169,21,spearmen,spearm,1,1007
20,List2,5,246,170,5,spoken,spok,1,507
20,List2,5,246,171,104,stamen,stam,1,962
20,List2,5,246,172,96,trouser,trous,1,625
20,List2,5,246,173,81,smoulder,smould,1,573
20,List2,5,246,174,194,spinster,spinst,1,536
20,List2,5,246,175,145,tamper,tamp,1,708
20,List2,5,246,176,61,thunder,thund,1,600
20,List2,5,246,177,42,monger,mong,1,700
20,List2,5,246,178,84,pamper,pamp,1,622
20,List2,5,246,179,88,semester,semest,1,662
20,List2,5,246,180,54,hamper,hamp,1,831
20,List2,5,246,181,10,jasper,jasp,1,596
20,List2,5,246,182,16,dander,dand,1,765
20,List2,5,246,183,160,cluster,clust,1,1056
20,List2,5,246,184,18,clyster,clyst,1,534
20,List2,5,246,185,156,betroth,betro,1,551
20,List2,5,246,186,123,birth,bir,1,607
20,List2,5,246,187,139,belly,bel,1,571
20,List2,5,246,188,165,comply,comp,1,569
20,List2,5,246,189,136,purply,purp,0,474
20,List2,5,246,190,73,spindly,spind,1,595
20,List2,5,246,191,199,sprawly,spraw,1,793
20,List2,5,246,192,176,brackish,brack,0,404
20,List2,5,246,193,80,snakish,snak,1,589
20,List2,5,246,194,134,condor,cond,1,514
20,List2,5,246,195,14,curator,curat,1,805
20,List2,5,246,196,28,harbor,harb,1,528
20,List2,5,246,197,25,mirror,mirr,1,632
20,List2,5,246,198,100,lichen,lich,1,585
20,List2,5,246,199,8,women,wom,1,724
20,List2,5,246,200,41,tinder,tind,1,628
21,List1,6,1,1,116,breadth,bread,1,569
21,List1,6,2,2,29,hearth,hear,1,595
21,List1,6,3,3,161,youth,you,1,643
21,List1,6,8,8,37,career,car,1,661
21,List1,6,9,9,83,ratify,rat,1,568
21,List1,6,10,10,70,factory,fact,1,557
21,List1,6,11,11,4,pillory,pill,1,686
21,List1,6,15,15,94,seedling,seed,1,723
21,List1,6,16,16,180,warmth,warm,1,535
21,List1,6,17,17,11,fourth,four,1,527
21,List1,6,18,18,165,boyhood,boy,1,973
21,List1,6,19,19,26,eleventh,eleven,1,539
21,List1,6,20,20,18,sixth,six,1,633
21,List1,6,21,21,135,duckling,duck,1,749
21,List1,6,22,22,59,stardom,star,1,675
21,List1,6,23,23,48,manhood,man,1,792
21,List1,6,33,33,106,cashier,cash,1,550
21,List1,6,34,34,151,solidify,solid,1,705
21,List1,6,35,35,155,fortify,fort,0,0
21,List1,6,36,36,81,profiteer,profit,1,728
21,List1,6,37,37,164,directory,direct,1,1132
21,List1,6,38,38,69,armory,arm,1,741
21,List1,6,39,39,63,acidify,acid,1,636
21,List1,6,40,40,169,frontier,front,1,1117
21,List1,6,41,41,173,humidify,humid,1,662
21,List1,6,51,51,27,witness,wit,1,1059
21,List1,6,53,53,102,listen,list,1,1029
21,List1,6,54,54,31,pastor,past,1,460
21,List1,6,55,55,91,banish,ban,1,1115
21,List1,6,56,56,24,heathen,heath,1,498
21,List1,6,57,57,196,mister,mist,0,1003
21,List1,6,58,58,73,raptor,rapt,0,630
21,List1,6,65,65,98,helpless,help,1,676
21,List1,6,66,66,20,chiefly,chief,1,682
21,List1,6,67,67,41,strongly,strong,1,422
21,List1,6,68,68,154,deafness,deaf,1,681
21,List1,6,69,69,80,deadly,dead,1,591
21,List1,6,70,70,193,sickness,sick,0,0
21,List1,6,71,71,166,worthless,worth,1,444
21,List1,6,72,72,13,thankless,thank,1,631
21,List1,6,73,73,22,toothless,tooth,1,586
21,List1,6,83,83,133,tractor,tract,0,581
21,List1,6,84,84,111,sculptor,sculpt,1,583
21,List1,6,85,85,156,selfish,self,1,690
21,List1,6,86,86,142,freshen,fresh,1,527
21,List1,6,87,87,139,debtor,debt,1,614
21,List1,6,88,88,150,prayer,pray,1,553
21,List1,6,89,89,127,professor,profess,1,955
21,List1,6,90,90,200,soften,soft,0,0
21,List1,6,91,91,79,fasten,fast,1,648
21,List1,6,104,4,178,breadth,kind,1,696
21,List1,6,105,5,152,hearth,dump,1,1033
21,List1,6,106,6,32,youth,ran,1,636
21,List1,6,107,7,147,pillory,dear,1,680
21,List1,6,112,12,148,career,hick,1,1096
21,List1,6,113,13,143,ratify,audit,1,1007
21,List1,6,114,14,5,factory,test,1,614
21,List1,6,124,24,17,seedling,bore,1,609
21,List1,6,125,25,121,warmth,ten,1,642
21,List1,6,126,26,85,fourth,free,1,697
21,List1,6,127,27,194,boyhood,king,1,1043
21,List1,6,128,28,168,eleventh,sap,0,1077
21,List1,6,129,29,120,sixth,earth,1,802
21,List1,6,130,30,114,duckling,grow,1,744
21,List1,6,131,31,84,stardom,serf,0,777
21,List1,6,132,32,3,manhood,heal,1,573
21,List1,6,142,42,108,cashier,class,1,726
21,List1,6,143,43,181,solidify,hotel,1,656
21,List1,6,144,44,33,fortify,market,1,725
21,List1,6,145,45,184,profiteer,just,1,617
21,List1,6,146,46,185,directory,court,1,785
21,List1,6,147,47,34,armory,null,1,789
21,List1,6,148,48,9,acidify,racket,0,1318
21,List1,6,149,49,51,frontier,musket,0,728
21,List1,6,150,50,38,humidify,cloth,1,589
21,List1,6,152,52,129,witness,imp,0,820
21,List1,6,159,59,14,listen,flow,1,744
21,List1,6,160,60,46,pastor,trait,1,808
21,List1,6,161,61,188,banish,limb,0,0
21,List1,6,162,62,57,heathen,hung,1,618
21,List1,6,163,63,86,mister,poll,1,665
21,List1,6,164,64,190,raptor,van,0,0
21,List1,6,174,74,149,helpless,weak,1,737
21,List1,6,175,75,123,chiefly,great,1,522
21,List1,6,176,76,140,strongly,ill,1,758
21,List1,6,177,77,82,deafness,calm,1,536
21,List1,6,178,78,101,deadly,death,1,885
21,List1,6,179,79,198,sickness,waif,0,1108
21,List1,6,180,80,109,worthless,high,1,950
21,List1,6,181,81,56,thankless,stain,1,1498
21,List1,6,182,82,100,toothless,war,1,709
21,List1,6,192,92,103,tractor,draw,1,517
21,List1,6,193,93,183,sculptor,green,1,648
21,List1,6,194,94,49,selfish,book,1,1145
21,List1,6,195,95,52,freshen,drunk,1,625
21,List1,6,196,96,99,debtor,fool,1,772
21,List1,6,197,97,104,prayer,freak,1,494
21,List1,6,198,98,145,professor,flax,1,1464
21,List1,6,199,99,132,soften,hunt,1,1172
21,List1,6,200,100,138,fasten,sail,1,773
21,List2,6,4,4,83,kindling,kind,0,0
21,List2,6,5,5,164,dumpling,dump,1,557
21,List2,6,6,6,186,random,ran,1,562
21,List2,6,7,7,131,dearth,dear,0,0
21,List2,6,12,12,147,hickory,hick,0,0
21,List2,6,13,13,79,auditory,audit,0,0
21,List2,6,14,14,177,testify,test,1,576
21,List2,6,24,24,157,boredom,bore,1,1700
21,List2,6,25,25,106,tenth,ten,1,463
21,List2,6,26,26,36,freedom,free,1,566
21,List2,6,27,27,74,kingdom,king,1,407
21,List2,6,28,28,179,sapling,sap,0,656
21,List2,6,29,29,92,earthling,earth,0,0
21,List2,6,30,30,87,growth,grow,1,482
21,List2,6,31,31,162,serfdom,serf,0,0
21,List2,6,32,32,10,health,heal,1,624
21,List2,6,42,42,197,classify,class,1,533
21,List2,6,43,43,166,hotelier,hotel,1,613
21,List2,6,44,44,34,marketeer,market,1,542
21,List2,6,45,45,70,justify,just,1,567
21,List2,6,46,46,9,courtier,court,1,784
21,List2,6,47,47,86,nullify,null,0,0
21,List2,6,48,48,102,racketeer,racket,1,974
21,List2,6,49,49,129,musketeer,musket,1,1116
21,List2,6,50,50,40,clothier,cloth,1,607
21,List2,6,52,52,12,imply,imp,0,641
21,List2,6,59,59,72,flower,flow,1,1758
21,List2,6,60,60,200,traitor,trait,1,854
21,List2,6,61,61,26,limber,limb,1,524
21,List2,6,62,62,96,hunger,hung,1,509
21,List2,6,63,63,11,pollen,poll,1,752
21,List2,6,64,64,116,vanish,van,1,553
21,List2,6,74,74,23,weakness,weak,1,627
21,List2,6,75,75,41,greatly,great,1,696
21,List2,6,76,76,107,illness,ill,1,1103
21,List2,6,77,77,85,calmness,calm,1,482
21,List2,6,78,78,62,deathlike,death,1,604
21,List2,6,79,79,4,waiflike,waif,0,638
21,List2,6,80,80,112,highly,high,1,785
21,List2,6,81,81,188,stainless,stain,1,986
21,List2,6,82,82,30,warlike,war,1,764
21,List2,6,92,92,180,drawer,draw,0,0
21,List2,6,93,93,152,greenish,green,1,690
21,List2,6,94,94,45,bookish,book,1,680
21,List2,6,95,95,24,drunken,drunk,1,651
21,List2,6,96,96,185,foolish,fool,1,490
21,List2,6,97,97,155,freakish,freak,1,563
21,List2,6,98,98,136,flaxen,flax,1,854
21,List2,6,99,99,71,hunter,hunt,0,0
21,List2,6,100,100,184,sailor,sail,1,1138
21,List2,6,101,1,156,kindling,bread,1,507
21,List2,6,102,2,80,dumpling,hear,1,609
21,List2,6,103,3,75,random,you,1,375
21,List2,6,108,8,139,hickory,car,1,647
21,List2,6,109,9,137,auditory,rat,1,670
21,List2,6,110,10,50,testify,fact,1,649
21,List2,6,111,11,127,dearth,pill,1,540
21,List2,6,115,15,39,boredom,seed,1,599
21,List2,6,116,16,68,tenth,warm,1,638
21,List2,6,117,17,110,freedom,four,0,0
21,List2,6,118,18,126,kingdom,boy,1,468
21,List2,6,119,19,84,sapling,eleven,1,586
21,List2,6,120,20,19,earthling,six,1,698
21,List2,6,121,21,18,growth,duck,1,1786
21,List2,6,122,22,63,serfdom,star,1,532
21,List2,6,123,23,198,health,man,1,445
21,List2,6,133,33,119,classify,cash,1,498
21,List2,6,134,34,133,hotelier,solid,1,685
21,List2,6,135,35,118,marketeer,fort,1,466
21,List2,6,136,36,141,justify,profit,1,456
21,List2,6,137,37,123,courtier,direct,1,499
21,List2,6,138,38,149,nullify,arm,1,713
21,List2,6,139,39,128,racketeer,acid,1,565
21,List2,6,140,40,64,musketeer,front,1,557
21,List2,6,141,41,191,clothier,humid,1,579
21,List2,6,151,51,140,imply,wit,0,0
21,List2,6,153,53,59,flower,list,1,627
21,List2,6,154,54,37,traitor,past,1,742
21,List2,6,155,55,73,limber,ban,1,607
21,List2,6,156,56,189,hunger,heath,1,1010
21,List2,6,157,57,55,pollen,mist,1,667
21,List2,6,158,58,168,vanish,rapt,0,806
21,List2,6,165,65,108,weakness,help,1,431
21,List2,6,166,66,161,greatly,chief,1,660
21,List2,6,167,67,154,illness,strong,1,579
21,List2,6,168,68,65,calmness,deaf,1,1237
21,List2,6,169,69,176,deathlike,dead,0,455
21,List2,6,170,70,46,waiflike,sick,1,632
21,List2,6,171,71,95,highly,worth,1,492
21,List2,6,172,72,29,stainless,thank,1,1004
21,List2,6,173,73,167,warlike,tooth,1,1022
21,List2,6,183,83,43,drawer,tract,0,655
21,List2,6,184,84,44,greenish,sculpt,1,664
21,List2,6,185,85,56,bookish,self,1,667
21,List2,6,186,86,2,drunken,fresh,1,686
21,List2,6,187,87,27,foolish,debt,1,868
21,List2,6,188,88,111,freakish,pray,0,0
21,List2,6,189,89,120,flaxen,profess,1,554
21,List2,6,190,90,103,hunter,soft,1,1030
21,List2,6,191,91,135,sailor,fast,0,0
21,List1,5,245,101,6,amplifier,amplif,1,894
21,List1,5,245,102,21,amusing,amus,1,778
21,List1,5,245,103,68,apprising,appris,1,669
21,List1,5,245,104,76,arising,aris,1,647
21,List1,5,245,105,7,blaming,blam,1,879
21,List1,5,245,106,61,candify,cand,1,755
21,List1,5,245,107,58,capturing,captur,1,810
21,List1,5,245,108,50,certify,cert,1,649
21,List1,5,245,109,158,clarify,clar,1,1387
21,List1,5,245,110,87,clumsier,clums,0,1234
21,List1,5,245,111,128,comelier,comel,1,779
21,List1,5,245,112,66,comparing,compar,1,548
21,List1,5,245,113,40,competing,compet,1,750
21,List1,5,245,114,125,conditory,condit,1,682
21,List1,5,245,115,30,crating,crat,1,828
21,List1,5,245,116,89,culpatory,culpat,1,898
21,List1,5,245,117,131,dandify,dand,1,644
21,List1,5,245,118,67,dilatory,dilat,1,572
21,List1,5,245,119,62,dinkier,dink,1,756
21,List1,5,245,120,92,dizzier,dizz,1,755
21,List1,5,245,121,88,droning,dron,1,786
21,List1,5,245,122,55,emptier,empt,1,850
21,List1,5,245,123,144,emulatory,emulat,1,1303
21,List1,5,245,124,74,emulsify,emuls,1,654
21,List1,5,245,125,8,felicify,felic,0,1398
21,List1,5,245,126,43,flimsier,flims,0,599
21,List1,5,245,127,71,forcing,forc,1,670
21,List1,5,245,128,10,forging,forg,1,895
21,List1,5,245,129,44,fumify,fum,1,695
21,List1,5,245,130,75,hortatory,hortat,1,631
21,List1,5,245,131,199,lonelier,lonel,1,1268
21,List1,5,245,132,130,monitory,monit,1,716
21,List1,5,245,133,112,nippier,nipp,1,807
21,List1,5,245,134,97,nuttier,nutt,0,588
21,List1,5,245,135,134,peskier,pesk,1,997
21,List1,5,245,136,93,punitory,punit,1,755
21,List1,5,245,137,126,purifier,purif,1,763
21,List1,5,245,138,113,ropier,rop,0,544
21,List1,5,245,139,47,stratify,strat,1,616
21,List1,5,245,140,167,terrify,terr,1,652
21,List1,5,245,141,2,territory,territ,1,717
21,List1,5,245,142,12,garaging,garag,1,799
21,List1,5,245,143,23,gliding,glid,1,906
21,List1,5,245,144,195,gouging,goug,1,715
21,List1,5,245,145,136,grating,grat,1,726
21,List1,5,245,146,107,hiking,hik,1,983
21,List1,5,245,147,191,impeding,imped,0,0
21,List1,5,245,148,187,lopping,lopp,1,1506
21,List1,5,245,149,39,merging,merg,1,1014
21,List1,5,245,150,35,parading,parad,1,709
21,List1,5,246,151,182,barmen,barm,1,824
21,List1,5,246,152,60,brazen,braz,0,507
21,List1,5,246,153,137,broken,brok,1,757
21,List1,5,246,154,105,fifteen,fifte,1,798
21,List1,5,246,155,110,gotten,gott,1,1287
21,List1,5,246,156,163,happen,happ,1,636
21,List1,5,246,157,65,kitchen,kitch,1,773
21,List1,5,246,158,172,stolen,stol,1,590
21,List1,5,246,159,197,worsen,wors,1,980
21,List1,5,246,160,153,writhen,writh,0,977
21,List1,5,246,161,64,blemish,blem,1,796
21,List1,5,246,162,96,furbish,furb,1,795
21,List1,5,246,163,157,skirmish,skirm,1,1082
21,List1,5,246,164,72,angrily,angri,1,894
21,List1,5,246,165,28,bimonthly,bimonth,1,811
21,List1,5,246,166,122,colly,col,1,690
21,List1,5,246,167,119,dishevely,disheve,1,753
21,List1,5,246,168,118,equably,equab,1,657
21,List1,5,246,169,160,glibly,glib,1,579
21,List1,5,246,170,54,humbly,humb,1,1121
21,List1,5,246,171,1,rally,ral,1,1037
21,List1,5,246,172,189,spindly,spind,1,882
21,List1,5,246,173,141,suitably,suitab,1,870
21,List1,5,246,174,42,treacly,treac,1,807
21,List1,5,246,175,162,trembly,tremb,1,724
21,List1,5,246,176,192,variably,variab,1,611
21,List1,5,246,177,15,baroness,baro,1,744
21,List1,5,246,178,174,deaconess,deaco,1,743
21,List1,5,246,179,90,guinness,guin,1,962
21,List1,5,246,180,78,haziness,hazi,1,712
21,List1,5,246,181,176,accusor,accus,1,775
21,List1,5,246,182,146,advisor,advis,1,1416
21,List1,5,246,183,77,alluminor,allumin,1,1279
21,List1,5,246,184,117,author,auth,1,649
21,List1,5,246,185,53,aviator,aviat,1,689
21,List1,5,246,186,95,censor,cens,1,963
21,List1,5,246,187,124,cursor,curs,1,778
21,List1,5,246,188,186,devisor,devis,1,1793
21,List1,5,246,189,171,emperor,emper,1,582
21,List1,5,246,190,175,guarantor,guarant,0,0
21,List1,5,246,191,159,literator,literat,1,587
21,List1,5,246,192,179,paritor,parit,0,0
21,List1,5,246,193,19,recaptor,recapt,1,929
21,List1,5,246,194,170,redactor,redact,0,0
21,List1,5,246,195,36,tremor,trem,1,830
21,List1,5,246,196,16,vector,vect,1,1000
21,List1,5,246,197,25,terribly,terrib,1,890
21,List1,5,246,198,45,tolerably,tolerab,1,655
21,List1,5,246,199,115,volubly,volub,1,696
21,List1,5,246,200,177,wiggly,wigg,1,759
21,List2,5,245,101,148,cavalier,caval,1,561
21,List2,5,245,102,13,brigadier,brigad,1,761
21,List2,5,245,103,1,chevalier,cheval,1,621
21,List2,5,245,104,48,chandelier,chandel,0,0
21,List2,5,245,105,115,adulatory,adulat,0,0
21,List2,5,245,106,17,amatory,amat,1,841
21,List2,5,245,107,33,arbory,arb,1,805
21,List2,5,245,108,54,curatory,curat,0,0
21,List2,5,245,109,6,dormitory,dormit,1,991
21,List2,5,245,110,82,olfactory,olfact,1,569
21,List2,5,245,111,175,territory,territ,1,559
21,List2,5,245,112,132,domineer,domin,0,629
21,List2,5,245,113,91,mutineer,mutin,1,779
21,List2,5,245,114,28,celestify,celest,1,1109
21,List2,5,245,115,113,corporify,corpor,1,913
21,List2,5,245,116,32,daintify,daint,0,1309
21,List2,5,245,117,199,dandify,dand,1,686
21,List2,5,245,118,174,fructify,fruct,1,591
21,List2,5,245,119,8,sensify,sens,1,583
21,List2,5,245,120,125,veneer,ven,0,0
21,List2,5,245,121,21,reindeer,reind,1,882
21,List2,5,245,122,53,carbineer,carbin,1,746
21,List2,5,245,123,194,donatory,donat,1,588
21,List2,5,245,124,192,excretory,excret,0,0
21,List2,5,245,125,42,gustatory,gustat,1,912
21,List2,5,245,126,190,monitory,monit,0,0
21,List2,5,245,127,7,purgatory,purgat,1,791
21,List2,5,245,128,97,rectory,rect,1,1653
21,List2,5,245,129,69,refectory,refect,0,1014
21,List2,5,245,130,20,revisory,revis,1,738
21,List2,5,245,131,88,senatory,senat,0,0
21,List2,5,245,132,60,signatory,signat,1,772
21,List2,5,245,133,163,alkalify,alkal,1,1092
21,List2,5,245,134,187,calcify,calc,0,890
21,List2,5,245,135,134,calorify,calor,0,1069
21,List2,5,245,136,104,capacify,capac,1,1326
21,List2,5,245,137,90,diabolify,diabol,0,0
21,List2,5,245,138,101,horrify,horr,1,613
21,List2,5,245,139,52,modify,mod,0,0
21,List2,5,245,140,183,prettify,prett,1,578
21,List2,5,245,141,173,stratify,strat,1,591
21,List2,5,245,142,105,terrify,terr,0,0
21,List2,5,245,143,170,damnatory,damnat,1,751
21,List2,5,245,144,150,piscatory,piscat,1,561
21,List2,5,245,145,109,darling,dar,1,680
21,List2,5,245,146,25,sibling,sib,1,652
21,List2,5,245,147,14,wisdom,wis,0,0
21,List2,5,245,148,182,offertory,offert,1,505
21,List2,5,245,149,35,crematory,cremat,1,742
21,List2,5,245,150,151,carnify,carn,1,570
21,List2,5,246,151,3,eternish,etern,1,750
21,List2,5,246,152,138,guinness,guin,1,847
21,List2,5,246,153,51,simply,simp,1,858
21,List2,5,246,154,117,brambly,bramb,1,1657
21,List2,5,246,155,165,grizzly,grizz,1,645
21,List2,5,246,156,5,sprightly,spright,1,727
21,List2,5,246,157,145,brinish,brin,1,840
21,List2,5,246,158,58,flemish,flem,0,0
21,List2,5,246,159,66,skirmish,skirm,0,1005
21,List2,5,246,160,81,varnish,varn,1,761
21,List2,5,246,161,130,aspirator,aspirat,1,828
21,List2,5,246,162,171,aviator,aviat,0,0
21,List2,5,246,163,67,bachelor,bachel,1,1598
21,List2,5,246,164,143,corridor,corrid,1,824
21,List2,5,246,165,124,creator,creat,0,0
21,List2,5,246,166,16,realtor,realt,1,633
21,List2,5,246,167,160,broiden,broid,1,572
21,List2,5,246,168,144,burden,burd,1,600
21,List2,5,246,169,169,spearmen,spearm,1,902
21,List2,5,246,170,114,spoken,spok,0,0
21,List2,5,246,171,38,stamen,stam,1,783
21,List2,5,246,172,78,trouser,trous,0,0
21,List2,5,246,173,121,smoulder,smould,0,0
21,List2,5,246,174,142,spinster,spinst,0,0
21,List2,5,246,175,195,tamper,tamp,0,908
21,List2,5,246,176,100,thunder,thund,1,614
21,List2,5,246,177,122,monger,mong,0,0
21,List2,5,246,178,93,pamper,pamp,0,1724
21,List2,5,246,179,76,semester,semest,0,0
21,List2,5,246,180,158,hamper,hamp,1,579
21,List2,5,246,181,99,jasper,jasp,0,0
21,List2,5,246,182,193,dander,dand,1,780
21,List2,5,246,183,15,cluster,clust,1,793
21,List2,5,246,184,94,clyster,clyst,1,932
21,List2,5,246,185,22,betroth,betro,1,771
21,List2,5,246,186,181,birth,bir,1,553
21,List2,5,246,187,153,belly,bel,1,722
21,List2,5,246,188,61,comply,comp,1,756
21,List2,5,246,189,49,purply,purp,1,689
21,List2,5,246,190,89,spindly,spind,1,811
21,List2,5,246,191,31,sprawly,spraw,1,805
21,List2,5,246,192,57,brackish,brack,0,0
21,List2,5,246,193,159,snakish,snak,1,651
21,List2,5,246,194,196,condor,cond,0,0
21,List2,5,246,195,172,curator,curat,1,646
21,List2,5,246,196,47,harbor,harb,1,1401
21,List2,5,246,197,77,mirror,mirr,1,1104
21,List2,5,246,198,178,lichen,lich,1,712
21,List2,5,246,199,146,women,wom,1,800
21,List2,5,246,200,98,tinder,tind,1,773
22,List1,6,1,1,15,breadth,bread,1,466
22,List1,6,2,2,189,hearth,hear,1,356
22,List1,6,3,3,40,youth,you,1,528
22,List1,6,8,8,6,career,car,1,560
22,List1,6,9,9,81,ratify,rat,1,481
22,List1,6,10,10,150,factory,fact,1,474
22,List1,6,11,11,3,pillory,pill,1,567
22,List1,6,15,15,97,seedling,seed,1,542
22,List1,6,16,16,21,warmth,warm,1,523
22,List1,6,17,17,156,fourth,four,1,475
22,List1,6,18,18,5,boyhood,boy,0,120
22,List1,6,19,19,100,eleventh,eleven,1,462
22,List1,6,20,20,141,sixth,six,1,408
22,List1,6,21,21,170,duckling,duck,1,519
