Subject,Session,Group,Block,Procedure,Running,Correct_Response,Trigger,List1,List1.Cycle,List1.Sample,Prime,Target,Target2.ACC,Target2.CRESP,Target2.DurationError,Target2.OnsetDelay,Target2.OnsetTime,Target2.RESP,Target2.RT,Target2.RTTime
20,1,1,331,Procedure2,List2,6,61,61,1,131,limber,limb,1,6,0,10,1380672,6,977,1381649
20,1,1,215,Procedure2,List2,6,62,62,1,15,hunger,hung,1,6,0,10,945476,6,741,946217
20,1,1,316,Procedure2,List2,6,63,63,1,116,pollen,poll,0,6,0,10,1324397,5,709,1325106
20,1,1,355,Procedure2,List2,6,64,64,1,155,vanish,van,1,6,0,10,1470713,6,487,1471200
20,1,1,361,Procedure2,List2,6,74,74,1,161,weakness,weak,1,6,0,10,1493223,6,776,1493999
20,1,1,276,Procedure2,List2,6,75,75,1,76,greatly,great,1,6,0,10,1174329,6,404,1174733
20,1,1,392,Procedure2,List2,6,76,76,1,192,illness,ill,1,6,0,11,1609526,6,711,1610237
20,1,1,201,Procedure2,List2,6,77,77,1,1,calmness,calm,1,6,0,10,892952,6,554,893506
20,1,1,267,Procedure2,List2,6,78,78,1,67,deathlike,death,1,6,0,10,1140564,6,562,1141126
20,1,1,395,Procedure2,List2,6,79,79,1,195,waiflike,waif,1,6,0,10,1620781,6,728,1621509
20,1,1,269,Procedure2,List2,6,80,80,1,69,highly,high,1,6,0,10,1148067,6,451,1148518
20,1,1,222,Procedure2,List2,6,81,81,1,22,stainless,stain,1,6,0,10,971738,6,583,972321
20,1,1,290,Procedure2,List2,6,82,82,1,90,warlike,war,1,6,0,10,1226853,6,543,1227396
20,1,1,384,Procedure2,List2,6,92,92,1,184,drawer,draw,1,6,0,10,1579512,6,662,1580174
20,1,1,211,Procedure2,List2,6,93,93,1,11,greenish,green,1,6,0,10,930469,6,621,931090
20,1,1,346,Procedure2,List2,6,94,94,1,146,bookish,book,0,6,0,10,1436948,5,812,1437760
20,1,1,358,Procedure2,List2,6,95,95,1,158,drunken,drunk,1,6,0,10,1481968,6,399,1482367
20,1,1,240,Procedure2,List2,6,96,96,1,40,foolish,fool,1,6,0,10,1039268,6,500,1039768
20,1,1,238,Procedure2,List2,6,97,97,1,38,freakish,freak,1,6,0,10,1031765,6,491,1032256
20,1,1,253,Procedure2,List2,6,98,98,1,53,flaxen,flax,1,6,0,10,1088040,6,639,1088679
20,1,1,256,Procedure2,List2,6,99,99,1,56,hunter,hunt,1,6,0,10,1099295,6,600,1099895
20,1,1,371,Procedure2,List2,6,100,100,1,171,sailor,sail,1,6,0,10,1530740,6,434,1531174
20,1,1,293,Procedure2,List2,6,101,1,1,93,kindling,bread,1,6,0,10,1238108,6,480,1238588
20,1,1,379,Procedure2,List2,6,102,2,1,179,dumpling,hear,1,6,0,11,1560754,6,492,1561246
20,1,1,374,Procedure2,List2,6,103,3,1,174,random,you,1,6,0,10,1541995,6,651,1542646
20,1,1,367,Procedure2,List2,6,108,8,1,167,hickory,car,1,6,0,10,1515733,6,1050,1516783
20,1,1,277,Procedure2,List2,6,109,9,1,77,auditory,rat,1,6,0,10,1178081,6,516,1178597
20,1,1,203,Procedure2,List2,6,110,10,1,3,testify,fact,1,6,0,10,900456,6,442,900898
20,1,1,338,Procedure2,List2,6,111,11,1,138,dearth,pill,1,6,0,10,1406934,6,555,1407489
20,1,1,271,Procedure2,List2,6,115,15,1,71,boredom,seed,1,6,0,10,1155571,6,482,1156053
20,1,1,317,Procedure2,List2,6,116,16,1,117,tenth,warm,1,6,0,10,1328149,6,477,1328626
20,1,1,381,Procedure2,List2,6,117,17,1,181,freedom,four,1,6,0,10,1568257,6,453,1568710
20,1,1,279,Procedure2,List2,6,118,18,1,79,kingdom,boy,1,6,0,10,1185584,6,477,1186061
20,1,1,389,Procedure2,List2,6,119,19,1,189,sapling,eleven,1,6,0,10,1598270,6,591,1598861
20,1,1,239,Procedure2,List2,6,120,20,1,39,earthling,six,1,6,0,10,1035517,6,531,1036048
20,1,1,291,Procedure2,List2,6,121,21,1,91,growth,duck,0,6,0,10,1230605,5,519,1231124
20,1,1,326,Procedure2,List2,6,122,22,1,126,serfdom,star,1,6,0,10,1361914,6,472,1362386
20,1,1,390,Procedure2,List2,6,123,23,1,190,health,man,1,6,0,10,1602022,6,607,1602629
20,1,1,343,Procedure2,List2,6,133,33,1,143,classify,cash,1,6,0,10,1425693,6,475,1426168
20,1,1,397,Procedure2,List2,6,134,34,1,197,hotelier,solid,1,6,0,10,1628284,6,585,1628869
20,1,1,332,Procedure2,List2,6,135,35,1,132,marketeer,fort,1,6,0,10,1384424,6,577,1385001
20,1,1,311,Procedure2,List2,6,136,36,1,111,justify,profit,1,6,0,10,1305638,6,589,1306227
20,1,1,274,Procedure2,List2,6,137,37,1,74,courtier,direct,1,6,0,10,1166826,6,531,1167357
20,1,1,220,Procedure2,List2,6,138,38,1,20,nullify,arm,1,6,0,10,964234,6,551,964785
20,1,1,385,Procedure2,List2,6,139,39,1,185,racketeer,acid,1,6,0,10,1583264,6,518,1583782
20,1,1,247,Procedure2,List2,6,140,40,1,47,musketeer,front,1,6,0,10,1065530,6,685,1066215
20,1,1,309,Procedure2,List2,6,141,41,1,109,clothier,humid,1,6,0,10,1298135,6,516,1298651
20,1,1,377,Procedure2,List2,6,151,51,1,177,imply,wit,1,6,0,10,1553250,6,500,1553750
20,1,1,224,Procedure2,List2,6,153,53,1,24,flower,list,1,6,0,10,979241,6,736,979977
20,1,1,321,Procedure2,List2,6,154,54,1,121,traitor,past,1,6,0,10,1343155,6,495,1343650
20,1,1,294,Procedure2,List2,6,155,55,1,94,limber,ban,1,6,0,10,1241860,6,424,1242284
20,1,1,237,Procedure2,List2,6,156,56,1,37,hunger,heath,1,6,0,10,1028013,6,739,1028752
20,1,1,357,Procedure2,List2,6,157,57,1,157,pollen,mist,1,6,0,10,1478216,6,511,1478727
20,1,1,310,Procedure2,List2,6,158,58,1,110,vanish,rapt,1,6,0,10,1301887,6,588,1302475
20,1,1,213,Procedure2,List2,6,165,65,1,13,weakness,help,1,6,0,10,937973,6,621,938594
20,1,1,306,Procedure2,List2,6,166,66,1,106,greatly,chief,1,6,0,10,1286880,6,563,1287443
20,1,1,270,Procedure2,List2,6,167,67,1,70,illness,strong,1,6,0,10,1151819,6,443,1152262
20,1,1,217,Procedure2,List2,6,168,68,1,17,calmness,deaf,1,6,0,10,952979,6,542,953521
20,1,1,350,Procedure2,List2,6,169,69,1,150,deathlike,dead,1,6,0,10,1451954,6,470,1452424
20,1,1,347,Procedure2,List2,6,170,70,1,147,waiflike,sick,1,6,0,10,1440699,6,717,1441416
20,1,1,333,Procedure2,List2,6,171,71,1,133,highly,worth,1,6,0,10,1388176,6,457,1388633
20,1,1,249,Procedure2,List2,6,172,72,1,49,stainless,thank,1,6,0,10,1073034,6,653,1073687
20,1,1,255,Procedure2,List2,6,173,73,1,55,warlike,tooth,1,6,0,10,1095544,6,575,1096119
20,1,1,283,Procedure2,List2,6,183,83,1,83,drawer,tract,1,6,0,10,1200591,6,510,1201101
20,1,1,359,Procedure2,List2,6,184,84,1,159,greenish,sculpt,1,6,0,10,1485720,6,519,1486239
20,1,1,229,Procedure2,List2,6,185,85,1,29,bookish,self,1,6,0,10,998000,6,616,998616
20,1,1,391,Procedure2,List2,6,186,86,1,191,drunken,fresh,1,6,0,10,1605774,6,447,1606221
20,1,1,313,Procedure2,List2,6,187,87,1,113,foolish,debt,1,6,0,10,1313142,6,581,1313723
20,1,1,312,Procedure2,List2,6,188,88,1,112,freakish,pray,1,6,0,10,1309390,6,461,1309851
20,1,1,301,Procedure2,List2,6,189,89,1,101,flaxen,profess,0,6,0,10,1268122,5,585,1268707
20,1,1,364,Procedure2,List2,6,190,90,1,164,hunter,soft,1,6,0,10,1504478,6,473,1504951
20,1,1,297,Procedure2,List2,6,191,91,1,97,sailor,fast,1,6,0,10,1253115,6,473,1253588
20,1,1,99,Procedure1,List1,5,245,101,1,99,amplifier,amplif,1,5,0,10,447318,5,645,447963
20,1,1,30,Procedure1,List1,5,245,102,1,30,amusing,amus,1,5,0,10,188451,5,557,189008
20,1,1,144,Procedure1,List1,5,245,103,1,144,apprising,appris,0,5,0,10,616144,,0,0
20,1,1,25,Procedure1,List1,5,245,104,1,25,arising,aris,1,5,0,10,169693,5,635,170328
20,1,1,141,Procedure1,List1,5,245,105,1,141,blaming,blam,1,5,0,10,604889,5,639,605528
20,1,1,15,Procedure1,List1,5,245,106,1,15,candify,cand,1,5,0,10,132176,5,665,132841
20,1,1,190,Procedure1,List1,5,245,107,1,190,capturing,captur,1,5,0,10,788722,5,618,789340
20,1,1,5,Procedure1,List1,5,245,108,1,5,certify,cert,1,5,0,10,94659,5,550,95209
20,1,1,164,Procedure1,List1,5,245,109,1,164,clarify,clar,1,5,0,10,691178,5,612,691790
20,1,1,192,Procedure1,List1,5,245,110,1,192,clumsier,clums,1,5,0,10,796225,5,547,796772
20,1,1,40,Procedure1,List1,5,245,111,1,40,comelier,comel,1,5,0,10,225968,5,727,226695
20,1,1,195,Procedure1,List1,5,245,112,1,195,comparing,compar,1,5,0,10,807480,5,620,808100
20,1,1,171,Procedure1,List1,5,245,113,1,171,competing,compet,1,5,0,10,717440,5,822,718262
20,1,1,3,Procedure1,List1,5,245,114,1,3,conditory,condit,1,5,0,10,87156,5,653,87809
20,1,1,147,Procedure1,List1,5,245,115,1,147,crating,crat,1,5,0,10,627399,5,720,628119
20,1,1,11,Procedure1,List1,5,245,116,1,11,culpatory,culpat,1,5,0,10,117169,5,456,117625
20,1,1,178,Procedure1,List1,5,245,117,1,178,dandify,dand,1,5,0,10,743702,5,599,744301
20,1,1,96,Procedure1,List1,5,245,118,1,96,dilatory,dilat,1,5,0,10,436063,5,604,436667
20,1,1,110,Procedure1,List1,5,245,119,1,110,dinkier,dink,0,5,0,10,488587,6,1391,489978
20,1,1,86,Procedure1,List1,5,245,120,1,86,dizzier,dizz,1,5,0,10,398546,5,850,399396
20,1,1,140,Procedure1,List1,5,245,121,1,140,droning,dron,1,5,0,10,601137,5,671,601808
20,1,1,57,Procedure1,List1,5,245,122,1,57,emptier,empt,1,5,0,10,289747,5,643,290390
20,1,1,90,Procedure1,List1,5,245,123,1,90,emulatory,emulat,1,5,0,10,413553,5,618,414171
20,1,1,49,Procedure1,List1,5,245,124,1,49,emulsify,emuls,1,5,0,10,259734,5,592,260326
20,1,1,43,Procedure1,List1,5,245,125,1,43,felicify,felic,1,5,0,10,237223,5,648,237871
20,1,1,181,Procedure1,List1,5,245,126,1,181,flimsier,flims,0,5,0,10,754957,6,1000,755957
20,1,1,108,Procedure1,List1,5,245,127,1,108,forcing,forc,1,5,0,10,481083,5,631,481714
20,1,1,10,Procedure1,List1,5,245,128,1,10,forging,forg,1,5,0,10,113418,5,463,113881
20,1,1,132,Procedure1,List1,5,245,129,1,132,fumify,fum,1,5,0,10,571124,5,676,571800
20,1,1,185,Procedure1,List1,5,245,130,1,185,hortatory,hortat,1,5,0,11,769964,5,689,770653
20,1,1,33,Procedure1,List1,5,245,131,1,33,lonelier,lonel,1,5,0,10,199706,5,645,200351
20,1,1,116,Procedure1,List1,5,245,132,1,116,monitory,monit,1,5,0,10,511097,5,593,511690
20,1,1,130,Procedure1,List1,5,245,133,1,130,nippier,nipp,1,5,0,10,563620,5,661,564281
20,1,1,125,Procedure1,List1,5,245,134,1,125,nuttier,nutt,1,5,0,10,544862,5,915,545777
20,1,1,98,Procedure1,List1,5,245,135,1,98,peskier,pesk,0,5,0,10,443566,6,525,444091
20,1,1,87,Procedure1,List1,5,245,136,1,87,punitory,punit,1,5,0,10,402298,5,946,403244
20,1,1,36,Procedure1,List1,5,245,137,1,36,purifier,purif,1,5,0,10,210962,5,621,211583
20,1,1,48,Procedure1,List1,5,245,138,1,48,ropier,rop,1,5,0,10,255982,5,872,256854
20,1,1,81,Procedure1,List1,5,245,139,1,81,stratify,strat,1,5,0,10,379788,5,664,380452
20,1,1,4,Procedure1,List1,5,245,140,1,4,terrify,terr,1,5,0,11,90908,5,677,91585
20,1,1,75,Procedure1,List1,5,245,141,1,75,territory,territ,1,5,0,10,357277,5,855,358132
20,1,1,60,Procedure1,List1,5,245,142,1,60,garaging,garag,1,5,0,10,301002,5,611,301613
20,1,1,183,Procedure1,List1,5,245,143,1,183,gliding,glid,1,5,0,10,762460,5,713,763173
20,1,1,45,Procedure1,List1,5,245,144,1,45,gouging,goug,1,5,0,10,244727,5,647,245374
20,1,1,92,Procedure1,List1,5,245,145,1,92,grating,grat,1,5,0,10,421056,5,739,421795
20,1,1,169,Procedure1,List1,5,245,146,1,169,hiking,hik,1,5,0,10,709936,5,870,710806
20,1,1,2,Procedure1,List1,5,245,147,1,2,impeding,imped,0,5,0,10,83404,6,421,83825
20,1,1,157,Procedure1,List1,5,245,148,1,157,lopping,lopp,1,5,0,10,664916,5,739,665655
20,1,1,9,Procedure1,List1,5,245,149,1,9,merging,merg,1,5,0,10,109666,5,519,110185
20,1,1,196,Procedure1,List1,5,245,150,1,196,parading,parad,1,5,0,10,811232,5,644,811876
20,1,1,184,Procedure1,List1,5,246,151,1,184,barmen,barm,0,5,0,10,766212,6,1041,767253
20,1,1,104,Procedure1,List1,5,246,152,1,104,brazen,braz,1,5,0,11,466077,5,693,466770
20,1,1,152,Procedure1,List1,5,246,153,1,152,broken,brok,1,5,0,10,646158,5,865,647023
20,1,1,82,Procedure1,List1,5,246,154,1,82,fifteen,fifte,1,5,0,10,383539,5,665,384204
20,1,1,176,Procedure1,List1,5,246,155,1,176,gotten,gott,1,5,0,10,736198,5,623,736821
20,1,1,46,Procedure1,List1,5,246,156,1,46,happen,happ,1,5,0,10,248478,5,568,249046
20,1,1,105,Procedure1,List1,5,246,157,1,105,kitchen,kitch,1,5,0,10,469828,5,606,470434
20,1,1,199,Procedure1,List1,5,246,158,1,199,stolen,stol,1,5,0,10,822487,5,517,823004
20,1,1,123,Procedure1,List1,5,246,159,1,123,worsen,wors,1,5,0,10,537359,5,594,537953
20,1,1,126,Procedure1,List1,5,246,160,1,126,writhen,writh,1,5,0,10,548614,5,619,549233
20,1,1,189,Procedure1,List1,5,246,161,1,189,blemish,blem,1,5,0,10,784970,5,610,785580
20,1,1,175,Procedure1,List1,5,246,162,1,175,furbish,furb,1,5,0,10,732447,5,654,733101
20,1,1,187,Procedure1,List1,5,246,163,1,187,skirmish,skirm,0,5,0,10,777467,6,554,778021
20,1,1,186,Procedure1,List1,5,246,164,1,186,angrily,angri,1,5,0,10,773715,5,610,774325
20,1,1,35,Procedure1,List1,5,246,165,1,35,bimonthly,bimonth,1,5,0,10,207210,5,925,208135
20,1,1,13,Procedure1,List1,5,246,166,1,13,colly,col,1,5,0,10,124673,5,624,125297
20,1,1,20,Procedure1,List1,5,246,167,1,20,dishevely,disheve,1,5,0,10,150935,5,681,151616
20,1,1,79,Procedure1,List1,5,246,168,1,79,equably,equab,1,5,0,10,372284,5,664,372948
20,1,1,143,Procedure1,List1,5,246,169,1,143,glibly,glib,0,5,0,10,612392,6,976,613368
20,1,1,56,Procedure1,List1,5,246,170,1,56,humbly,humb,1,5,0,10,285995,5,827,286822
20,1,1,122,Procedure1,List1,5,246,171,1,122,rally,ral,1,5,0,10,533607,5,602,534209
20,1,1,8,Procedure1,List1,5,246,172,1,8,spindly,spind,1,5,0,10,105914,5,623,106537
20,1,1,167,Procedure1,List1,5,246,173,1,167,suitably,suitab,1,5,0,10,702433,5,813,703246
20,1,1,88,Procedure1,List1,5,246,174,1,88,treacly,treac,1,5,0,10,406049,5,586,406635
20,1,1,21,Procedure1,List1,5,246,175,1,21,trembly,tremb,1,5,0,10,154686,5,586,155272
20,1,1,44,Procedure1,List1,5,246,176,1,44,variably,variab,1,5,0,10,240975,5,696,241671
20,1,1,129,Procedure1,List1,5,246,177,1,129,baroness,baro,1,5,0,10,559869,5,604,560473
20,1,1,113,Procedure1,List1,5,246,178,1,113,deaconess,deaco,1,5,0,10,499842,5,648,500490
20,1,1,168,Procedure1,List1,5,246,179,1,168,guinness,guin,1,5,0,10,706185,5,709,706894
20,1,1,17,Procedure1,List1,5,246,180,1,17,haziness,hazi,1,5,0,10,139679,5,601,140280
20,1,1,194,Procedure1,List1,5,246,181,1,194,accusor,accus,1,5,0,10,803729,5,563,804292
20,1,1,7,Procedure1,List1,5,246,182,1,7,advisor,advis,1,5,0,10,102163,5,478,102641
20,1,1,93,Procedure1,List1,5,246,183,1,93,alluminor,allumin,1,5,0,10,424808,5,587,425395
20,1,1,27,Procedure1,List1,5,246,184,1,27,author,auth,1,5,0,10,177196,5,684,177880
20,1,1,59,Procedure1,List1,5,246,185,1,59,aviator,aviat,1,5,0,10,297250,5,571,297821
20,1,1,42,Procedure1,List1,5,246,186,1,42,censor,cens,1,5,0,10,233472,5,743,234215
20,1,1,198,Procedure1,List1,5,246,187,1,198,cursor,curs,1,5,0,11,818736,5,556,819292
20,1,1,151,Procedure1,List1,5,246,188,1,151,devisor,devis,1,5,0,10,642406,5,865,643271
20,1,1,89,Procedure1,List1,5,246,189,1,89,emperor,emper,1,5,0,10,409801,5,778,410579
20,1,1,29,Procedure1,List1,5,246,190,1,29,guarantor,guarant,1,5,0,10,184700,5,644,185344
20,1,1,191,Procedure1,List1,5,246,191,1,191,literator,literat,1,5,0,10,792474,5,610,793084
20,1,1,174,Procedure1,List1,5,246,192,1,174,paritor,parit,1,5,0,10,728695,5,758,729453
20,1,1,34,Procedure1,List1,5,246,193,1,34,recaptor,recapt,1,5,0,10,203458,5,941,204399
20,1,1,172,Procedure1,List1,5,246,194,1,172,redactor,redact,1,5,0,10,721192,5,1534,722726
20,1,1,74,Procedure1,List1,5,246,195,1,74,tremor,trem,1,5,0,10,353526,5,742,354268
20,1,1,106,Procedure1,List1,5,246,196,1,106,vector,vect,1,5,0,10,473580,5,846,474426
20,1,1,112,Procedure1,List1,5,246,197,1,112,terribly,terrib,1,5,0,10,496090,5,608,496698
20,1,1,6,Procedure1,List1,5,246,198,1,6,tolerably,tolerab,0,5,0,10,98411,6,606,99017
20,1,1,76,Procedure1,List1,5,246,199,1,76,volubly,volub,1,5,0,10,361029,5,583,361612
20,1,1,55,Procedure1,List1,5,246,200,1,55,wiggly,wigg,1,5,0,10,282244,5,642,282886
20,1,1,340,Procedure2,List2,5,245,101,1,140,cavalier,caval,0,5,0,11,1414438,6,467,1414905
20,1,1,202,Procedure2,List2,5,245,102,1,2,brigadier,brigad,1,5,0,10,896704,5,634,897338
20,1,1,209,Procedure2,List2,5,245,103,1,9,chevalier,cheval,1,5,0,10,922966,5,548,923514
20,1,1,278,Procedure2,List2,5,245,104,1,78,chandelier,chandel,1,5,0,10,1181833,5,756,1182589
20,1,1,234,Procedure2,List2,5,245,105,1,34,adulatory,adulat,1,5,0,10,1016758,5,578,1017336
20,1,1,245,Procedure2,List2,5,245,106,1,45,amatory,amat,1,5,0,10,1058027,5,612,1058639
20,1,1,314,Procedure2,List2,5,245,107,1,114,arbory,arb,1,5,0,10,1316894,5,748,1317642
20,1,1,387,Procedure2,List2,5,245,108,1,187,curatory,curat,1,5,0,10,1590767,5,622,1591389
20,1,1,382,Procedure2,List2,5,245,109,1,182,dormitory,dormit,1,5,0,10,1572009,5,573,1572582
20,1,1,285,Procedure2,List2,5,245,110,1,85,olfactory,olfact,1,5,0,10,1208094,5,1070,1209164
20,1,1,268,Procedure2,List2,5,245,111,1,68,territory,territ,1,5,0,10,1144316,5,562,1144878
20,1,1,344,Procedure2,List2,5,245,112,1,144,domineer,domin,1,5,0,10,1429444,5,924,1430368
20,1,1,226,Procedure2,List2,5,245,113,1,26,mutineer,mutin,1,5,0,10,986745,5,1136,987881
20,1,1,258,Procedure2,List2,5,245,114,1,58,celestify,celest,1,5,0,10,1106799,5,815,1107614
20,1,1,329,Procedure2,List2,5,245,115,1,129,corporify,corpor,1,5,0,10,1373169,5,640,1373809
20,1,1,232,Procedure2,List2,5,245,116,1,32,daintify,daint,1,5,0,10,1009255,5,801,1010056
20,1,1,272,Procedure2,List2,5,245,117,1,72,dandify,dand,1,5,0,10,1159322,5,587,1159909
20,1,1,319,Procedure2,List2,5,245,118,1,119,fructify,fruct,1,5,0,10,1335652,5,630,1336282
20,1,1,266,Procedure2,List2,5,245,119,1,66,sensify,sens,1,5,0,10,1136812,5,698,1137510
20,1,1,248,Procedure2,List2,5,245,120,1,48,veneer,ven,1,5,0,10,1069282,5,685,1069967
20,1,1,400,Procedure2,List2,5,245,121,1,200,reindeer,reind,1,5,0,10,1639539,5,649,1640188
20,1,1,250,Procedure2,List2,5,245,122,1,50,carbineer,carbin,1,5,0,10,1076785,5,1118,1077903
20,1,1,264,Procedure2,List2,5,245,123,1,64,donatory,donat,1,5,0,10,1129309,5,657,1129966
20,1,1,370,Procedure2,List2,5,245,124,1,170,excretory,excret,1,5,0,10,1526988,5,611,1527599
20,1,1,307,Procedure2,List2,5,245,125,1,107,gustatory,gustat,1,5,0,10,1290632,5,675,1291307
20,1,1,219,Procedure2,List2,5,245,126,1,19,monitory,monit,1,5,0,10,960483,5,534,961017
20,1,1,246,Procedure2,List2,5,245,127,1,46,purgatory,purgat,1,5,0,10,1061778,5,605,1062383
20,1,1,327,Procedure2,List2,5,245,128,1,127,rectory,rect,1,5,0,11,1365666,5,912,1366578
20,1,1,353,Procedure2,List2,5,245,129,1,153,refectory,refect,1,5,0,10,1463210,5,982,1464192
20,1,1,380,Procedure2,List2,5,245,130,1,180,revisory,revis,1,5,0,10,1564505,5,533,1565038
20,1,1,315,Procedure2,List2,5,245,131,1,115,senatory,senat,1,5,0,10,1320645,5,565,1321210
20,1,1,260,Procedure2,List2,5,245,132,1,60,signatory,signat,1,5,0,10,1114302,5,696,1114998
20,1,1,341,Procedure2,List2,5,245,133,1,141,alkalify,alkal,1,5,0,10,1418189,5,500,1418689
20,1,1,243,Procedure2,List2,5,245,134,1,43,calcify,calc,1,5,0,10,1050523,5,476,1050999
20,1,1,337,Procedure2,List2,5,245,135,1,137,calorify,calor,1,5,0,10,1403182,5,579,1403761
20,1,1,231,Procedure2,List2,5,245,136,1,31,capacify,capac,1,5,0,10,1005503,5,569,1006072
20,1,1,348,Procedure2,List2,5,245,137,1,148,diabolify,diabol,1,5,0,10,1444451,5,749,1445200
20,1,1,265,Procedure2,List2,5,245,138,1,65,horrify,horr,1,5,0,10,1133061,5,529,1133590
20,1,1,388,Procedure2,List2,5,245,139,1,188,modify,mod,1,5,0,10,1594519,5,502,1595021
20,1,1,396,Procedure2,List2,5,245,140,1,196,prettify,prett,1,5,0,10,1624532,5,721,1625253
20,1,1,236,Procedure2,List2,5,245,141,1,36,stratify,strat,0,5,0,10,1024262,6,490,1024752
20,1,1,275,Procedure2,List2,5,245,142,1,75,terrify,terr,1,5,0,10,1170578,5,555,1171133
20,1,1,206,Procedure2,List2,5,245,143,1,6,damnatory,damnat,1,5,0,10,911711,5,691,912402
20,1,1,303,Procedure2,List2,5,245,144,1,103,piscatory,piscat,1,5,0,10,1275625,5,538,1276163
20,1,1,223,Procedure2,List2,5,245,145,1,23,darling,dar,1,5,0,10,975490,5,751,976241
20,1,1,386,Procedure2,List2,5,245,146,1,186,sibling,sib,1,5,0,10,1587015,5,606,1587621
20,1,1,302,Procedure2,List2,5,245,147,1,102,wisdom,wis,1,5,0,10,1271873,5,514,1272387
20,1,1,398,Procedure2,List2,5,245,148,1,198,offertory,offert,1,5,0,10,1632036,5,625,1632661
20,1,1,212,Procedure2,List2,5,245,149,1,12,crematory,cremat,1,5,0,10,934221,5,717,934938
20,1,1,227,Procedure2,List2,5,245,150,1,27,carnify,carn,1,5,0,10,990496,5,993,991489
20,1,1,252,Procedure2,List2,5,246,151,1,52,eternish,etern,1,5,0,10,1084289,5,598,1084887
20,1,1,362,Procedure2,List2,5,246,152,1,162,guinness,guin,1,5,0,10,1496975,5,1056,1498031
20,1,1,251,Procedure2,List2,5,246,153,1,51,simply,simp,1,5,0,10,1080537,5,638,1081175
20,1,1,257,Procedure2,List2,5,246,154,1,57,brambly,bramb,1,5,0,10,1103047,5,583,1103630
20,1,1,262,Procedure2,List2,5,246,155,1,62,grizzly,grizz,1,5,0,10,1121806,5,656,1122462
20,1,1,305,Procedure2,List2,5,246,156,1,105,sprightly,spright,1,5,0,10,1283128,5,867,1283995
20,1,1,373,Procedure2,List2,5,246,157,1,173,brinish,brin,1,5,0,10,1538243,5,803,1539046
20,1,1,363,Procedure2,List2,5,246,158,1,163,flemish,flem,1,5,0,10,1500726,5,641,1501367
20,1,1,366,Procedure2,List2,5,246,159,1,166,skirmish,skirm,0,5,0,10,1511982,6,753,1512735
20,1,1,352,Procedure2,List2,5,246,160,1,152,varnish,varn,1,5,0,10,1459458,5,854,1460312
20,1,1,368,Procedure2,List2,5,246,161,1,168,aspirator,aspirat,1,5,0,10,1519485,5,546,1520031
20,1,1,378,Procedure2,List2,5,246,162,1,178,aviator,aviat,1,5,0,10,1557002,5,540,1557542
20,1,1,289,Procedure2,List2,5,246,163,1,89,bachelor,bachel,1,5,0,10,1223101,5,607,1223708
20,1,1,324,Procedure2,List2,5,246,164,1,124,corridor,corrid,1,5,0,10,1354410,5,744,1355154
20,1,1,292,Procedure2,List2,5,246,165,1,92,creator,creat,1,5,0,10,1234356,5,712,1235068
20,1,1,298,Procedure2,List2,5,246,166,1,98,realtor,realt,1,5,0,10,1256866,5,554,1257420
20,1,1,318,Procedure2,List2,5,246,167,1,118,broiden,broid,1,5,0,10,1331900,5,662,1332562
20,1,1,204,Procedure2,List2,5,246,168,1,4,burden,burd,1,5,0,10,904207,5,539,904746
20,1,1,221,Procedure2,List2,5,246,169,1,21,spearmen,spearm,1,5,0,10,967986,5,1007,968993
20,1,1,205,Procedure2,List2,5,246,170,1,5,spoken,spok,1,5,0,10,907959,5,507,908466
20,1,1,304,Procedure2,List2,5,246,171,1,104,stamen,stam,1,5,0,10,1279377,5,962,1280339
20,1,1,296,Procedure2,List2,5,246,172,1,96,trouser,trous,1,5,0,10,1249363,5,625,1249988
20,1,1,281,Procedure2,List2,5,246,173,1,81,smoulder,smould,1,5,0,10,1193088,5,573,1193661
20,1,1,394,Procedure2,List2,5,246,174,1,194,spinster,spinst,1,5,0,10,1617029,5,536,1617565
20,1,1,345,Procedure2,List2,5,246,175,1,145,tamper,tamp,1,5,0,10,1433196,5,708,1433904
20,1,1,261,Procedure2,List2,5,246,176,1,61,thunder,thund,1,5,0,10,1118054,5,600,1118654
20,1,1,242,Procedure2,List2,5,246,177,1,42,monger,mong,1,5,0,10,1046772,5,700,1047472
20,1,1,284,Procedure2,List2,5,246,178,1,84,pamper,pamp,1,5,0,10,1204343,5,622,1204965
20,1,1,288,Procedure2,List2,5,246,179,1,88,semester,semest,1,5,0,10,1219350,5,662,1220012
20,1,1,254,Procedure2,List2,5,246,180,1,54,hamper,hamp,1,5,0,10,1091792,5,831,1092623
20,1,1,210,Procedure2,List2,5,246,181,1,10,jasper,jasp,1,5,0,10,926718,5,596,927314
20,1,1,216,Procedure2,List2,5,246,182,1,16,dander,dand,1,5,0,10,949228,5,765,949993
20,1,1,360,Procedure2,List2,5,246,183,1,160,cluster,clust,1,5,0,10,1489471,5,1056,1490527
20,1,1,218,Procedure2,List2,5,246,184,1,18,clyster,clyst,1,5,0,10,956731,5,534,957265
20,1,1,356,Procedure2,List2,5,246,185,1,156,betroth,betro,1,5,0,10,1474465,5,551,1475016
20,1,1,323,Procedure2,List2,5,246,186,1,123,birth,bir,1,5,0,10,1350659,5,607,1351266
20,1,1,339,Procedure2,List2,5,246,187,1,139,belly,bel,1,5,0,10,1410686,5,571,1411257
20,1,1,365,Procedure2,List2,5,246,188,1,165,comply,comp,1,5,0,10,1508230,5,569,1508799
